# t28: Correct file; 50 particules et 1 faiseur immobiles au centre
#
8000

# nombre d’entité particule puis les données d’une entité par ligne
50
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0

   0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0

   0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0

   0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0

   0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	0
    0.	0.	0.	0.	499	

# nombre d’entité faiseur puis les données d’une entité par ligne
1
    0.	0.	0.	0.	2.	1	

# nombre d’articulations (nul veut dire « pas de chaîne ») 
#        puis une ligne par articulation 
0

CONSTRUCTION
